"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.88762800407729e-07,0.452964837042805,0.655,0.43,0.012551595773964,"0","Gon4l"
3.90325869935138e-07,0.998511115679526,0.388,0.211,0.0126020610367259,"0","Zfp821"
3.90946350979937e-07,0.88585796577324,0.513,0.327,0.0126220938877383,"0","Rnf24"
3.91858891050203e-07,0.525766374309949,0.741,0.513,0.0126515561564469,"0","Lix1l"
3.92447022580331e-07,0.400355503765698,0.754,0.538,0.0126705445710286,"0","Nap1l4"
4.01300739367664e-07,0.602465171970064,0.659,0.45,0.0129563956712244,"0","Trrap"
4.04076648396154e-07,0.38404543875234,0.698,0.457,0.0130460186701182,"0","Rybp"
4.05462489667601e-07,0.590142544019948,0.616,0.399,0.0130907619414082,"0","Ap1ar"
4.05669873931838e-07,0.528015350875124,0.716,0.508,0.0130974575497633,"0","Map2k4"
4.06543713463011e-07,0.378853714878097,0.879,0.731,0.0131256703328668,"0","Gnaq"
4.08587388789614e-07,0.425977919773709,0.75,0.535,0.0131916524344615,"0","Neo1"
4.12576298091843e-07,0.383431143637604,0.845,0.638,0.0133204383601932,"0","Dnaja2"
4.19426816246352e-07,0.464034133939602,0.862,0.663,0.0135416141893297,"0","Gpatch8"
4.19747605027789e-07,0.447057621483014,0.483,0.261,0.0135519711759272,"0","Phtf2"
4.21612422780837e-07,0.450840659687908,0.858,0.686,0.0136121786819021,"0","Bclaf1"
4.2166443379734e-07,0.636270072478201,0.578,0.362,0.0136138579095809,"0","Ssh1"
4.23005538595291e-07,0.520550151866175,0.737,0.535,0.0136571568190876,"0","Fam13b"
4.25780425710113e-07,0.557605276641195,0.664,0.412,0.0137467468244767,"0","Gjc1"
4.30123035799785e-07,0.36835519293497,0.849,0.633,0.0138869523338319,"0","Fxr1"
4.38770471514734e-07,0.378903438130663,0.841,0.636,0.0141661434433247,"0","Eif4b"
4.39330277513405e-07,0.541044246005575,0.664,0.43,0.0141842173397978,"0","Uba5"
4.41624115861458e-07,0.582552586629322,0.578,0.357,0.014258276204703,"0","Spaca6"
4.41657486974776e-07,0.808019851220033,0.5,0.296,0.0142593536244676,"0","Rgs12"
4.44599162093026e-07,1.14691045043747,0.461,0.276,0.0143543285473354,"0","Epha4"
4.45182903679483e-07,0.433939307316542,0.573,0.352,0.0143731752281958,"0","March8"
4.55939215909521e-07,0.703719528375507,0.733,0.515,0.0147204535248548,"0","Smo"
4.57325429108912e-07,0.405143589452715,0.828,0.626,0.0147652088042103,"0","Wdr33"
4.61647277419513e-07,0.158423652761706,0.44,0.244,0.0149047439987664,"0","Mamdc2"
4.72391072677878e-07,0.49498307808737,0.711,0.513,0.015251618172478,"0","Srgap1"
4.76421599017381e-07,0.821605747621995,0.384,0.198,0.0153817477458752,"0","Trub1"
4.81821477439105e-07,0.455448722787654,0.72,0.52,0.015556088220599,"0","Prkacb"
4.8272147791767e-07,0.415178700023475,0.875,0.661,0.0155851456360499,"0","Papola"
4.85186271747806e-07,0.292168020289374,0.849,0.621,0.0156647239696497,"0","Ccnl2"
4.8991505734261e-07,1.04828495001063,0.332,0.163,0.0158173975413635,"0","Speg"
4.90685466418547e-07,0.45089115723588,0.707,0.487,0.0158422709687892,"0","Supt20"
4.95710809778571e-07,0.568278298033073,0.772,0.688,0.016004519204511,"0","Mfap2"
5.07540380023548e-07,0.477933970945968,0.72,0.53,0.0163864487094403,"0","Golga7"
5.09245416913507e-07,0.60196216299254,0.634,0.41,0.0164414975304695,"0","Wdr43"
5.10496430085758e-07,0.292672390928345,0.569,0.339,0.0164818877417488,"0","BC005561"
5.1453075553388e-07,0.845149559236679,0.401,0.214,0.0166121399731669,"0","Epha7"
5.14650370523727e-07,0.430647696038261,0.853,0.623,0.016616001862729,"0","Eny2"
5.18061230024913e-07,0.341780022536115,0.828,0.588,0.0167261248725843,"0","Ppp2r5c"
5.1837004404203e-07,0.508474556742861,0.892,0.698,0.016736095241941,"0","Erbin"
5.20196781111262e-07,2.26236574559218,0.224,0.088,0.0167950732749582,"0","Ajap1"
5.27897542743132e-07,0.295883618221243,0.879,0.658,0.0170437000650047,"0","Tnrc6c"
5.28257886598693e-07,0.468102513231937,0.685,0.447,0.0170553341267254,"0","Abce1"
5.31403334948232e-07,1.01099582421061,0.578,0.372,0.0171568880721386,"0","Gpm6b"
5.33309099371616e-07,0.434754770114672,0.746,0.508,0.017218417582312,"0","Mapk1ip1l"
5.37292946167888e-07,0.487666208065609,0.763,0.548,0.0173470400599764,"0","Ptpn9"
5.39895591705893e-07,0.349435865559639,0.789,0.55,0.0174310690738165,"0","Prpf38b"
5.42878933367407e-07,0.386923512704937,0.716,0.432,0.0175273892427001,"0","Rif1"
5.47006683695994e-07,1.40002892566715,0.366,0.201,0.0176606577898089,"0","Sncaip"
5.52662709843359e-07,0.532964197843144,0.487,0.281,0.0178432682500027,"0","Maml1"
5.58821320107486e-07,0.52031233309406,0.526,0.329,0.0180421051409903,"0","Ptcd3"
5.66380447889672e-07,0.7162545599699,0.44,0.231,0.018286159140566,"0","Etv4"
5.68389925577425e-07,0.462875024812571,0.966,0.809,0.0183510371371927,"0","Lpp"
5.81937531213341e-07,0.837249163646302,0.362,0.183,0.0187884351327539,"0","Klf11"
5.82275276932638e-07,0.389690064296584,0.927,0.759,0.0187993395910472,"0","Nipbl"
5.87260740698451e-07,0.502594081800538,0.75,0.528,0.0189603002741902,"0","Tsc22d4"
5.88282741563976e-07,0.595520963253131,0.711,0.48,0.0189932965941345,"0","1110051M20Rik"
5.90262499301328e-07,0.496014678918061,0.707,0.495,0.0190572150524427,"0","Eif3b"
5.93685392486298e-07,0.822007464211778,0.539,0.337,0.0191677265818126,"0","Tnks1bp1"
5.98166692660506e-07,0.702145214813208,0.672,0.465,0.0193124098392371,"0","Tasor2"
6.04241811281866e-07,0.482397999996355,0.578,0.354,0.0195085511190463,"0","Sec24c"
6.04766224940402e-07,0.447910558061689,0.599,0.369,0.0195254823384258,"0","Ogfr"
6.17695164848308e-07,0.458829153605367,0.672,0.452,0.0199429060922925,"0","Ago3"
6.26153629801751e-07,0.343611922159888,0.772,0.563,0.0202159960917793,"0","Cmpk1"
6.29164939311799e-07,0.613757237311093,0.642,0.407,0.0203132192306208,"0","Dicer1"
6.3630149332841e-07,0.547416974630435,0.586,0.397,0.020543630013601,"0","Ddx54"
6.37962838591289e-07,0.956594445447916,0.345,0.173,0.0205972682067584,"0","Hilpda"
6.39169746907273e-07,0.6492915823263,0.672,0.46,0.0206362344486482,"0","Zmym2"
6.42996171011213e-07,0.90567835685561,0.427,0.236,0.020759774377268,"0","1600012H06Rik"
6.43441050206478e-07,0.725561838063754,0.664,0.457,0.0207741377469663,"0","Spats2"
6.50701768464414e-07,0.577463816186578,0.72,0.59,0.0210085572966421,"0","Tfpi"
6.52795405479305e-07,0.359532637506801,0.69,0.472,0.0210761524613048,"0","Vgll4"
6.53263618792703e-07,0.4339689910859,0.892,0.711,0.0210912691963412,"0","Pard3"
6.61305273395771e-07,1.29772075501542,0.207,0.073,0.0213509020568559,"0","1600014C10Rik"
6.67310421861124e-07,0.441938401499247,0.853,0.661,0.0215447842802082,"0","Med13l"
6.68299482911829e-07,0.564925902528387,0.638,0.447,0.0215767171052913,"0","Tmem9"
6.73306220607665e-07,0.753421652604846,0.672,0.505,0.0217383646385391,"0","Mrtfa"
6.74213597269514e-07,0.406868555989141,0.841,0.704,0.0217676602014435,"0","Atxn7l3b"
6.80550104330725e-07,0.523102641724406,0.586,0.367,0.0219722406684218,"0","Sgpl1"
6.87240912083012e-07,0.432247498246515,0.806,0.616,0.0221882600875121,"0","Zfp292"
6.89367571572541e-07,0.50465664290545,0.733,0.523,0.0222569214157911,"0","Epc2"
6.9172131398041e-07,0.466250603103952,0.72,0.497,0.0223329143431715,"0","Stx8"
6.9257986929725e-07,0.531640679308875,0.517,0.322,0.022360633660131,"0","Brwd3"
6.94680415843224e-07,2.14317854915332,0.138,0.033,0.0224284519059143,"0","4931403E22Rik"
6.98289868584801e-07,0.553083541972739,0.815,0.618,0.0225449866971289,"0","Elavl1"
7.01887939976673e-07,0.512661949829503,0.491,0.291,0.0226611540300869,"0","Gmeb2"
7.03652356838163e-07,3.23768819402515,0.095,0.013,0.0227181199928769,"0","Gm17173"
7.04373479629747e-07,0.361934247348669,0.892,0.721,0.022741402163326,"0","Eif5b"
7.14520380633249e-07,0.493261342081602,0.892,0.739,0.0230690050091251,"0","Crebbp"
7.14974898363452e-07,0.347481894239452,0.819,0.613,0.0230836795685624,"0","Zswim6"
7.17019440240261e-07,0.396814052252675,0.871,0.666,0.0231496896475971,"0","Mxd4"
7.17060692632977e-07,0.485299773772446,0.638,0.412,0.0231510215223483,"0","Azi2"
7.17335355535447e-07,2.41302205184237,0.207,0.078,0.0231598892888174,"0","Stk26"
7.20212571501208e-07,0.515742849280523,0.414,0.221,0.023252783083488,"0","Bri3bp"
7.20725532181666e-07,0.432780860930691,0.767,0.58,0.0232693445320173,"0","Klhdc2"
