"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.77062856195997e-23,2.28947761390181,0.963,0.519,1.5402451375144e-18,"Uni Fibro (Col15a1)","Loxl1"
5.88789910533974e-23,2.3088092575351,0.963,0.545,1.90096710514999e-18,"Uni Fibro (Col15a1)","Pmp22"
1.00402021660442e-22,2.52868617452367,0.796,0.274,3.24157967132904e-18,"Uni Fibro (Col15a1)","Tmtc1"
1.09269812298793e-22,2.1484140278783,0.981,0.852,3.52788515987882e-18,"Uni Fibro (Col15a1)","Pam"
1.15722556880192e-22,4.97062832093756,0.241,0.009,3.73621847143387e-18,"Uni Fibro (Col15a1)","Shisa9"
1.29051341782395e-22,1.91685976624984,0.648,0.127,4.1665516207864e-18,"Uni Fibro (Col15a1)","Dpyd"
3.46280550125068e-22,3.11597914436541,0.37,0.035,1.11800138413379e-17,"Uni Fibro (Col15a1)","Ablim3"
4.64625905600843e-22,1.6300691399465,0.981,0.863,1.50009119882288e-17,"Uni Fibro (Col15a1)","Lrp1"
4.90229998511091e-22,1.85792554647135,1,0.802,1.58275657319291e-17,"Uni Fibro (Col15a1)","Serping1"
5.19399111488381e-22,2.40597064951537,0.741,0.214,1.67693197135139e-17,"Uni Fibro (Col15a1)","C1qtnf2"
5.23585644800051e-22,2.35189277920055,0.926,0.479,1.69044861280144e-17,"Uni Fibro (Col15a1)","Gask1b"
5.29044717544877e-22,3.94306380643005,0.463,0.068,1.70807377506539e-17,"Uni Fibro (Col15a1)","Fstl3"
5.35386817016609e-22,1.5543673475816,1,0.325,1.72854987741982e-17,"Uni Fibro (Col15a1)","Ogn"
6.31424633697246e-22,2.36410390909937,0.963,0.705,2.03861757235493e-17,"Uni Fibro (Col15a1)","Il11ra1"
6.35531761329474e-22,2.0064706066861,0.852,0.274,2.05187784462834e-17,"Uni Fibro (Col15a1)","Entpd2"
6.84840761856757e-22,3.82685285837598,0.481,0.076,2.21107688373073e-17,"Uni Fibro (Col15a1)","Calhm5"
9.3370270580369e-22,2.98778041550901,0.481,0.071,3.01455255595779e-17,"Uni Fibro (Col15a1)","Gm29683"
9.52600890260988e-22,1.94802258482013,0.963,0.495,3.07556723429663e-17,"Uni Fibro (Col15a1)","Nfix"
1.30681582691904e-21,1.96470599324933,1,0.727,4.21918557879082e-17,"Uni Fibro (Col15a1)","Timp3"
1.43013539957546e-21,1.44514968870466,0.87,0.208,4.61733515106934e-17,"Uni Fibro (Col15a1)","Pcolce2"
1.60172874839962e-21,1.83776430238517,1,0.872,5.17134143708302e-17,"Uni Fibro (Col15a1)","Col3a1"
1.6849063979361e-21,2.30529034555833,0.926,0.646,5.43988879637648e-17,"Uni Fibro (Col15a1)","Mxra7"
1.9448912827926e-21,5.21878882723757,0.241,0.01,6.27927599562418e-17,"Uni Fibro (Col15a1)","Cdh18"
2.91588778153525e-21,3.53126312767649,0.241,0.01,9.41423529146471e-17,"Uni Fibro (Col15a1)","Zfyve28"
2.97457033978547e-21,1.84223913291422,0.852,0.264,9.60369779903136e-17,"Uni Fibro (Col15a1)","Igf1"
3.17087585066088e-21,1.47285588963267,1,0.859,1.02374897714437e-16,"Uni Fibro (Col15a1)","Nfib"
